Ensemble n°,Real-Time Clock (RTC) Year,RTC Month,RTC Day,RTC Hour,RTC Minute,RTC Second,RTC Hundredths of Seconds,Beam #1 Range (cm),Beam #2 Range (cm),Beam #3 Range (cm),Beam #4 Range (cm),Beam #1/East/Stbd BT Vel (mm/s),Beam #2/North/Fwd BT Vel (mm/s),Beam #3/Upward/Vert BT Vel (mm/s),Beam #4/Error Velocity (mm/s),Beam #1 Pct Good,Beam #2 Pct Good,Beam #3 Pct Good,Beam #4 Pct Good
12530,22,10,13,15,17,29,0,3059,3113,3086,2668,326,-179,2,-2,0,0,0,100
12531,22,10,13,15,17,29,20,3045,3099,3086,2668,325,-187,-2,0,0,0,0,100
12532,22,10,13,15,17,29,40,3059,3113,3072,2641,319,-193,-5,-3,0,0,0,100
12533,22,10,13,15,17,29,60,3059,3113,3072,2695,317,-191,-8,-1,0,0,0,100
12534,22,10,13,15,17,29,83,3059,3113,3086,2668,317,-191,-13,2,0,0,0,100
12535,22,10,13,15,17,30,0,3045,3126,3086,2695,313,-193,-12,0,0,0,0,100
12536,22,10,13,15,17,30,20,3045,3113,3059,2708,320,-183,-11,0,0,0,0,100
12537,22,10,13,15,17,30,40,3045,3126,3086,2708,316,-185,-8,3,0,0,0,100
12538,22,10,13,15,17,30,60,3059,3126,3072,2708,318,-181,-4,-2,0,0,0,100
12539,22,10,13,15,17,30,80,3045,3126,3086,2735,319,-180,0,1,0,0,0,100
12540,22,10,13,15,17,31,3,3045,3139,3086,2722,319,-176,5,2,0,0,0,100
12541,22,10,13,15,17,31,20,3045,3113,3072,2735,314,-173,4,3,0,0,0,100
12542,22,10,13,15,17,31,40,3045,3113,3072,2735,318,-176,-2,-7,0,0,0,100
12543,22,10,13,15,17,31,60,3059,3113,3072,2749,317,-178,-3,3,0,0,0,100
12544,22,10,13,15,17,31,79,3045,3126,3072,2749,309,-173,-6,3,0,0,0,100
12545,22,10,13,15,17,31,99,3045,3113,3086,2749,307,-179,-8,-3,0,0,0,100
12546,22,10,13,15,17,32,23,3045,3126,3086,2762,304,-181,-12,3,0,0,0,100
12547,22,10,13,15,17,32,39,3045,3126,3086,2762,308,-182,-9,-3,0,0,0,100
12548,22,10,13,15,17,32,59,3045,3139,3086,2749,301,-172,-8,5,0,0,0,100
12549,22,10,13,15,17,32,79,3045,3126,3086,2776,306,-176,-7,-1,0,0,0,100
12550,22,10,13,15,17,32,99,3045,3113,3086,2762,309,-170,-6,0,0,0,0,100
12551,22,10,13,15,17,33,19,3045,3113,3086,2776,304,-169,-7,-5,0,0,0,100
12552,22,10,13,15,17,33,43,3045,3139,3086,2776,303,-172,0,3,0,0,0,100
12553,22,10,13,15,17,33,59,3045,3139,3086,2776,301,-173,-1,-2,0,0,0,100
12554,22,10,13,15,17,33,79,3032,3126,3072,2762,304,-170,-1,3,0,0,0,100
12555,22,10,13,15,17,33,99,3045,3126,3072,2789,300,-171,-2,4,0,0,0,100
12556,22,10,13,15,17,34,19,3045,3126,3072,2776,295,-171,-5,0,0,0,0,100
12557,22,10,13,15,17,34,39,3045,3126,3086,2803,300,-168,-8,1,0,0,0,100
12558,22,10,13,15,17,34,62,3045,3126,3086,2776,295,-172,-8,2,0,0,0,100
12559,22,10,13,15,17,34,79,3032,3126,3086,2789,292,-172,-12,0,0,0,0,100
12560,22,10,13,15,17,34,99,3018,3126,3086,2789,288,-171,-9,6,0,0,0,100
12561,22,10,13,15,17,35,19,3032,3126,3072,2803,291,-169,-6,3,0,0,0,100
12562,22,10,13,15,17,35,39,3045,3126,3086,2803,286,-167,-6,4,0,0,0,100
12563,22,10,13,15,17,35,59,3032,3126,3086,2803,290,-169,-3,2,0,0,0,100
12564,22,10,13,15,17,35,82,3032,3126,3072,2816,294,-167,-1,4,0,0,0,100
12565,22,10,13,15,17,35,99,3032,3126,3086,2816,288,-164,-1,0,0,0,0,100
12566,22,10,13,15,17,36,19,3032,3126,3086,2816,283,-164,-3,2,0,0,0,100
12567,22,10,13,15,17,36,38,3032,3126,3086,2816,283,-163,-7,0,0,0,0,100
12568,22,10,13,15,17,36,58,3018,3126,3072,2816,284,-162,-10,0,0,0,0,100
12569,22,10,13,15,17,36,78,3032,3126,3086,2816,282,-163,-7,2,0,0,0,100
12570,22,10,13,15,17,37,2,3032,3139,3086,2830,283,-163,-8,1,0,0,0,100
12571,22,10,13,15,17,37,18,3018,3139,3086,2830,280,-156,-5,-1,0,0,0,100
12572,22,10,13,15,17,37,38,3032,3126,3086,2830,281,-157,-3,0,0,0,0,100
12573,22,10,13,15,17,37,58,3032,3126,3086,2857,283,-155,-2,-1,0,0,0,100
12574,22,10,13,15,17,37,78,3032,3139,3086,2843,279,-155,-2,0,0,0,0,100
12575,22,10,13,15,17,37,98,3032,3139,3072,2843,279,-156,-1,2,0,0,0,100
12576,22,10,13,15,17,38,21,3032,3139,3072,2843,278,-153,-3,-3,0,0,0,100
12577,22,10,13,15,17,38,38,3018,3139,3072,2857,279,-154,-5,1,0,0,0,100
12578,22,10,13,15,17,38,58,3032,3139,3072,2857,280,-150,-5,0,0,0,0,100
12579,22,10,13,15,17,38,78,3018,3153,3072,2857,275,-154,-7,0,0,0,0,100
12580,22,10,13,15,17,38,98,3032,3153,3086,2870,277,-151,-7,-3,0,0,0,100
12581,22,10,13,15,17,39,18,3018,3139,3086,2857,268,-151,-4,2,0,0,0,100
12582,22,10,13,15,17,39,41,3018,3139,3086,2870,274,-150,-5,0,0,0,0,100
12583,22,10,13,15,17,39,58,3018,3153,3086,2870,269,-153,-3,0,0,0,0,100
12584,22,10,13,15,17,39,78,3018,3139,3099,2883,274,-150,-2,0,0,0,0,100
12585,22,10,13,15,17,39,98,3018,3153,3086,2883,270,-147,-1,-1,0,0,0,100
12586,22,10,13,15,17,40,18,3018,3153,3086,2883,271,-148,-3,0,0,0,0,100
12587,22,10,13,15,17,40,38,3018,3139,3086,2897,271,-150,-5,-5,0,0,0,100
12588,22,10,13,15,17,40,61,3018,3139,3086,2897,267,-148,-6,5,0,0,0,100
12589,22,10,13,15,17,40,77,3018,3166,3086,2910,263,-143,-8,3,0,0,0,100
12590,22,10,13,15,17,40,98,3018,3153,3086,2897,261,-145,-5,3,0,0,0,100
12591,22,10,13,15,17,41,17,3018,3153,3086,2910,266,-143,-7,-2,0,0,0,100
12592,22,10,13,15,17,41,37,3018,3153,3099,2910,262,-147,-3,-2,0,0,0,100
12593,22,10,13,15,17,41,57,3018,3166,3099,2910,261,-146,-2,2,0,0,0,100
12594,22,10,13,15,17,41,81,3018,3166,3086,2924,259,-145,0,4,0,0,0,100
12595,22,10,13,15,17,41,97,3018,3153,3086,2924,264,-143,1,0,0,0,0,100
12596,22,10,13,15,17,42,17,3018,3153,3086,2910,261,-139,4,-4,0,0,0,100
12597,22,10,13,15,17,42,37,3032,3139,3072,2910,260,-137,5,0,0,0,0,100
12598,22,10,13,15,17,42,57,3032,3153,3086,2924,260,-136,1,0,0,0,0,100
12599,22,10,13,15,17,42,77,3032,3139,3072,2924,254,-140,-4,0,0,0,0,100
12600,22,10,13,15,17,43,0,3032,3139,3086,2910,256,-142,-6,0,0,0,0,100
12601,22,10,13,15,17,43,17,3032,3153,3086,2937,248,-146,-6,1,0,0,0,100
12602,22,10,13,15,17,43,37,3018,3153,3086,2937,253,-146,-9,0,0,0,0,100
12603,22,10,13,15,17,43,57,3018,3166,3099,2937,248,-144,-7,0,0,0,0,100
12604,22,10,13,15,17,43,77,3017,3153,3092,2941,250,-144,-6,0,0,0,0,100
12605,22,10,13,15,17,43,97,3032,3153,3099,2924,248,-142,-5,0,0,0,0,100
12606,22,10,13,15,17,44,20,3032,3153,3086,2937,247,-140,-3,0,0,0,0,100
12607,22,10,13,15,17,44,37,3018,3139,3099,2937,251,-140,0,0,0,0,0,100
12608,22,10,13,15,17,44,57,3032,3139,3099,2937,250,-139,1,0,0,0,0,100
12609,22,10,13,15,17,44,77,3032,3153,3072,2951,248,-139,0,0,0,0,0,100
12610,22,10,13,15,17,44,97,3032,3139,3086,2951,244,-139,0,-1,0,0,0,100
12611,22,10,13,15,17,45,17,3045,3153,3086,2951,247,-140,-2,-1,0,0,0,100
12612,22,10,13,15,17,45,40,3032,3168,3077,2956,240,-145,-4,0,0,0,0,100
12613,22,10,13,15,17,45,57,3032,3153,3092,2941,236,-141,-7,0,0,0,0,100
12614,22,10,13,15,17,45,77,3032,3153,3092,2956,232,-144,-10,0,0,0,0,100
12615,22,10,13,15,17,45,97,3032,3153,3092,2956,233,-144,-11,4,0,0,0,100
12616,22,10,13,15,17,46,17,3032,3168,3092,2956,232,-143,-11,1,0,0,0,100
12617,22,10,13,15,17,46,37,3032,3168,3077,2956,237,-142,-9,4,0,0,0,100
12618,22,10,13,15,17,46,60,3032,3153,3092,2956,235,-137,-3,-1,0,0,0,100
12619,22,10,13,15,17,46,77,3017,3153,3092,2956,235,-138,1,4,0,0,0,100
12620,22,10,13,15,17,46,97,3032,3168,3092,2956,238,-131,5,2,0,0,0,100
12621,22,10,13,15,17,47,17,3032,3153,3092,2956,237,-133,7,4,0,0,0,100
12622,22,10,13,15,17,47,37,3032,3153,3092,2971,237,-131,5,0,0,0,0,100
12623,22,10,13,15,17,47,57,3032,3153,3092,2971,234,-139,0,-1,0,0,0,100
12624,22,10,13,15,17,47,80,3032,3153,3092,2971,234,-137,-2,1,0,0,0,100
12625,22,10,13,15,17,47,97,3032,3168,3092,2971,229,-139,-4,0,0,0,0,100
12626,22,10,13,15,17,48,17,3032,3168,3092,2986,223,-137,-9,-1,0,0,0,100
12627,22,10,13,15,17,48,37,3017,3168,3092,2986,225,-140,-10,2,0,0,0,100
12628,22,10,13,15,17,48,57,3032,3168,3092,2986,216,-138,-11,0,0,0,0,100
12629,22,10,13,15,17,48,77,3032,3168,3092,2986,226,-136,-8,1,0,0,0,100
12630,22,10,13,15,17,49,0,3032,3168,3092,2971,225,-139,-4,0,0,0,0,100
12631,22,10,13,15,17,49,17,3032,3168,3092,2971,230,-138,-3,-5,0,0,0,100
12632,22,10,13,15,17,49,36,3062,3168,3092,2986,226,-132,-2,-2,0,0,0,100
12633,22,10,13,15,17,49,56,3062,3168,3092,2986,232,-132,3,1,0,0,0,100
12634,22,10,13,15,17,49,76,3032,3168,3092,2986,228,-133,3,1,0,0,0,100
12635,22,10,13,15,17,49,96,3062,3153,3092,2986,226,-135,0,1,0,0,0,100
12636,22,10,13,15,17,50,20,3062,3168,3092,2986,218,-137,-4,0,0,0,0,100
12637,22,10,13,15,17,50,37,3062,3168,3092,2986,219,-138,-6,0,0,0,0,100
12638,22,10,13,15,17,50,56,3062,3168,3092,2986,221,-138,-8,0,0,0,0,100
12639,22,10,13,15,17,50,76,3047,3168,3092,2986,221,-136,-8,1,0,0,0,100
12640,22,10,13,15,17,50,96,3077,3153,3092,2986,217,-139,-4,0,0,0,0,100
12641,22,10,13,15,17,51,16,3077,3168,3107,2971,215,-132,-1,-4,0,0,0,100
12642,22,10,13,15,17,51,39,3077,3168,3107,2986,217,-130,0,0,0,0,0,100
12643,22,10,13,15,17,51,76,3077,3168,3092,2986,221,-133,-2,0,0,0,0,100
12644,22,10,13,15,17,51,96,3077,3153,3092,2986,217,-136,-5,-2,0,0,0,100
12645,22,10,13,15,17,52,16,3077,3168,3107,3001,215,-133,-5,0,0,0,0,100
12646,22,10,13,15,17,52,36,3092,3168,3092,3001,216,-137,-12,0,0,0,0,100
12647,22,10,13,15,17,52,59,3077,3168,3107,3001,213,-132,0,-2,0,0,0,100
12648,22,10,13,15,17,52,96,3077,3168,3107,2986,215,-126,2,0,0,0,0,100
12649,22,10,13,15,17,53,16,3092,3168,3092,2986,210,-129,1,0,0,0,0,100
12650,22,10,13,15,17,53,36,3077,3168,3092,2986,219,-125,3,-2,0,0,0,100
12651,22,10,13,15,17,53,56,3077,3168,3092,3001,220,-130,1,-1,0,0,0,100
12652,22,10,13,15,17,53,79,3092,3168,3092,3001,216,-131,2,0,0,0,0,100
12653,22,10,13,15,17,53,96,3092,3168,3107,3001,210,-129,0,0,0,0,0,100
12654,22,10,13,15,17,54,15,3092,3168,3107,3001,205,-130,-4,-5,0,0,0,100
12655,22,10,13,15,17,54,36,3092,3168,3107,3001,207,-140,-9,-1,0,0,0,100
12656,22,10,13,15,17,54,55,3092,3153,3092,3001,215,-146,-12,-4,0,0,0,100
12657,22,10,13,15,17,54,75,3107,3168,3107,3001,219,-152,-16,-2,0,0,0,100
12658,22,10,13,15,17,54,99,3092,3153,3107,2971,225,-162,-8,0,0,0,0,100
12659,22,10,13,15,17,55,35,3107,3168,3107,3001,235,-165,0,-2,0,0,0,100
12660,22,10,13,15,17,55,55,3092,3153,3107,3001,243,-169,2,3,0,0,0,100
12661,22,10,13,15,17,55,75,3107,3153,3107,2986,246,-174,4,1,0,0,0,100
12662,22,10,13,15,17,55,95,3107,3153,3092,3001,250,-183,0,2,0,0,0,100
12663,22,10,13,15,17,56,18,3138,3138,3092,2986,257,-197,-3,0,0,0,0,100
12664,22,10,13,15,17,56,36,3123,3138,3107,2986,266,-217,-5,-4,0,0,0,100
12665,22,10,13,15,17,56,55,3123,3153,3107,3001,275,-228,-9,3,0,0,0,100
12666,22,10,13,15,17,56,75,3092,3138,3107,2986,288,-241,-5,-1,0,0,0,100
12667,22,10,13,15,17,56,95,3107,3138,3107,3001,303,-251,2,5,0,0,0,100
12668,22,10,13,15,17,57,15,3123,3138,3107,3001,311,-266,1,-3,0,0,0,100
12669,22,10,13,15,17,57,38,3122,3138,3107,3001,326,-277,-2,5,0,0,0,100
12670,22,10,13,15,17,57,55,3138,3138,3092,2971,330,-293,-10,0,0,0,0,100
12671,22,10,13,15,17,57,75,3138,3138,3107,2986,337,-308,-16,2,0,0,0,100
12672,22,10,13,15,17,57,95,3138,3138,3107,2986,339,-327,-16,2,0,0,0,100
12673,22,10,13,15,17,58,15,3107,3138,3107,2986,353,-342,-14,-2,0,0,0,100
12674,22,10,13,15,17,58,35,3122,3138,3107,2986,381,-353,-14,0,0,0,0,100
12675,22,10,13,15,17,58,58,3123,3123,3107,2986,388,-363,-3,-5,0,0,0,100
12676,22,10,13,15,17,58,75,3138,3123,3123,2986,389,-378,0,-8,0,0,0,100
12677,22,10,13,15,17,58,94,3123,3123,3107,2986,417,-386,1,-7,0,0,0,100
12678,22,10,13,15,17,59,14,3153,3123,3107,2986,429,-402,-2,-6,0,0,0,100
12679,22,10,13,15,17,59,34,3138,3107,3107,2986,423,-414,-2,-6,0,0,0,100
12680,22,10,13,15,17,59,54,3138,3107,3107,3001,440,-415,-6,-3,0,0,0,100
12681,22,10,13,15,17,59,78,3153,3107,3107,3001,458,-444,-12,-3,0,0,0,100
12682,22,10,13,15,18,0,14,3153,3092,3107,3001,474,-452,-5,-2,0,0,0,100
12683,22,10,13,15,18,0,34,3153,3107,3107,3001,492,-473,3,-4,0,0,0,100
12684,22,10,13,15,18,0,54,3153,3092,3092,3017,498,-473,7,3,0,0,0,100
12685,22,10,13,15,18,0,74,3168,3092,3107,3017,504,-487,11,-5,0,0,0,100
12686,22,10,13,15,18,0,97,3168,3077,3092,3016,515,-497,10,0,0,0,0,100
12687,22,10,13,15,18,1,15,3183,3077,3092,3031,526,-508,-1,-3,0,0,0,100
12688,22,10,13,15,18,1,34,3183,3062,3092,3031,521,-520,-13,0,0,0,0,100
12689,22,10,13,15,18,1,54,3168,3062,3077,3047,523,-536,-19,2,0,0,0,100
12690,22,10,13,15,18,1,74,3183,3077,3092,3031,520,-549,-24,-2,0,0,0,100
12691,22,10,13,15,18,1,94,3183,3077,3077,3047,530,-566,-23,0,0,0,0,100
12692,22,10,13,15,18,2,17,3183,3062,3092,3032,540,-569,-23,2,0,0,0,100
12693,22,10,13,15,18,2,34,3183,3062,3077,3032,547,-569,-17,13,0,0,0,100
12694,22,10,13,15,18,2,54,3183,3077,3077,3032,565,-574,-13,9,0,0,0,100
12695,22,10,13,15,18,2,74,3198,3062,3077,3047,561,-581,-10,4,0,0,0,100
12696,22,10,13,15,18,2,94,3183,3077,3062,3047,575,-583,-9,2,0,0,0,100
12697,22,10,13,15,18,3,14,3198,3077,3077,3032,578,-595,-12,3,0,0,0,100
12698,22,10,13,15,18,3,37,3183,3077,3062,3031,578,-596,-17,0,0,0,0,100
12699,22,10,13,15,18,3,74,3198,3077,3062,3047,586,-615,-19,-2,0,0,0,100
12700,22,10,13,15,18,3,94,3213,3092,3062,3047,592,-615,-16,8,0,0,0,100
12701,22,10,13,15,18,4,14,3198,3077,3047,3047,603,-616,-11,1,0,0,0,100
12702,22,10,13,15,18,4,33,3198,3092,3047,3062,625,-605,-2,2,0,0,0,100
12703,22,10,13,15,18,4,57,3228,3077,3031,3062,635,-618,9,0,0,0,0,100
12704,22,10,13,15,18,4,74,3244,3092,3031,3062,632,-615,10,0,0,0,0,100
12705,22,10,13,15,18,4,93,3274,3092,3016,3062,639,-639,5,0,0,0,0,100
12706,22,10,13,15,18,5,13,3259,3092,3001,3077,643,-641,1,-3,0,0,0,100
12707,22,10,13,15,18,5,33,3304,3092,3001,3077,637,-653,-8,-2,0,0,0,100
12708,22,10,13,15,18,5,53,3289,3092,3001,3077,632,-661,-18,0,0,0,0,100
12709,22,10,13,15,18,5,77,3304,3092,3001,3077,630,-669,-26,2,0,0,0,100
12710,22,10,13,15,18,5,94,3304,3092,2986,3077,639,-673,-30,-10,0,0,0,100
12711,22,10,13,15,18,6,13,3289,3107,3001,3077,649,-678,-28,2,0,0,0,100
12712,22,10,13,15,18,6,33,3304,3107,3016,3062,658,-676,-20,3,0,0,0,100
12713,22,10,13,15,18,6,53,3304,3077,3001,3062,678,-663,-14,5,0,0,0,100
12714,22,10,13,15,18,6,73,3289,3092,3001,3077,673,-671,-3,-5,0,0,0,100
12715,22,10,13,15,18,6,96,3319,3092,3001,3062,690,-688,-7,10,0,0,0,100
12716,22,10,13,15,18,7,33,3304,3092,2986,3077,686,-686,-9,0,0,0,0,100
12717,22,10,13,15,18,7,53,3304,3077,2986,3077,680,-697,-21,4,0,0,0,100
12718,22,10,13,15,18,7,73,3319,3092,2986,3077,683,-702,-19,0,0,0,0,100
12719,22,10,13,15,18,7,93,3319,3092,2986,3077,692,-694,-18,10,0,0,0,100
12720,22,10,13,15,18,8,16,3304,3092,2986,3077,686,-699,-16,5,0,0,0,100
12721,22,10,13,15,18,8,53,3304,3092,2986,3077,683,-700,-16,0,0,0,0,100
12722,22,10,13,15,18,8,73,3304,3092,3001,3077,685,-704,-28,0,0,0,0,100
12723,22,10,13,15,18,8,92,3304,3092,3001,3077,684,-724,-40,0,0,0,0,100
12724,22,10,13,15,18,9,13,3289,3107,3016,3077,689,-723,-45,6,0,0,0,100
12725,22,10,13,15,18,9,36,3274,3107,3031,3077,707,-728,-31,-1,0,0,0,100
12726,22,10,13,15,18,9,72,3274,3122,3031,3077,721,-720,-16,0,0,0,0,100
12727,22,10,13,15,18,9,92,3274,3107,3031,3062,737,-725,-2,-7,0,0,0,100
12728,22,10,13,15,18,10,12,3274,3107,3047,3077,742,-723,0,-2,0,0,0,100
12729,22,10,13,15,18,10,32,3274,3092,3016,3077,746,-720,0,4,0,0,0,100
12730,22,10,13,15,18,10,56,3274,3107,3062,3077,736,-732,-20,4,0,0,0,100
12731,22,10,13,15,18,10,92,3259,3092,3062,3077,743,-728,-30,0,0,0,0,100
12732,22,10,13,15,18,11,12,3259,3107,3077,3077,740,-730,-31,-3,0,0,0,100
12733,22,10,13,15,18,11,32,3244,3107,3077,3062,737,-734,-28,6,0,0,0,100
12734,22,10,13,15,18,11,52,3259,3092,3092,3077,754,-743,-22,7,0,0,0,100
12735,22,10,13,15,18,11,75,3228,3107,3092,3077,761,-722,-8,0,0,0,0,100
12736,22,10,13,15,18,12,12,3228,3107,3122,3077,774,-722,-7,0,0,0,0,100
12737,22,10,13,15,18,12,32,3228,3107,3122,3077,777,-724,-11,7,0,0,0,100
12738,22,10,13,15,18,12,52,3228,3107,3122,3092,775,-725,-13,1,0,0,0,100
12739,22,10,13,15,18,12,72,3228,3122,3122,3077,762,-722,-17,5,0,0,0,100
12740,22,10,13,15,18,12,95,3213,3107,3168,3062,785,-721,-17,-3,0,0,0,100
12741,22,10,13,15,18,13,32,3228,3107,3153,3062,778,-735,-19,-2,0,0,0,100
12742,22,10,13,15,18,13,52,3213,3107,3153,3077,789,-718,-14,2,0,0,0,100
12743,22,10,13,15,18,13,72,3228,3092,3168,3077,791,-726,-10,-12,0,0,0,100
12744,22,10,13,15,18,13,92,3228,3107,3153,3077,788,-736,-20,-4,0,0,0,100
12745,22,10,13,15,18,14,15,3213,3107,3153,3077,779,-751,-33,-3,0,0,0,100
12746,22,10,13,15,18,14,52,3228,3122,3168,3077,780,-744,-40,-7,0,0,0,100
12747,22,10,13,15,18,14,72,3213,3107,3168,3062,788,-744,-34,-2,0,0,0,100
12748,22,10,13,15,18,14,92,3198,3122,3168,3062,805,-737,-27,0,0,0,0,100
12749,22,10,13,15,18,15,11,3213,3138,3183,3062,797,-733,-15,-10,0,0,0,100
12750,22,10,13,15,18,15,35,3198,3138,3168,3062,824,-725,2,-12,0,0,0,100
12751,22,10,13,15,18,15,71,3198,3122,3168,3062,818,-720,0,-4,0,0,0,100
12752,22,10,13,15,18,15,91,3213,3122,3168,3062,813,-731,-7,-8,0,0,0,100
12753,22,10,13,15,18,16,11,3213,3122,3183,3062,811,-735,-23,-10,0,0,0,100
12754,22,10,13,15,18,16,31,3198,3122,3168,3047,808,-741,-37,0,0,0,0,100
12755,22,10,13,15,18,16,55,3183,3138,3183,3031,807,-741,-38,9,0,0,0,100
12756,22,10,13,15,18,16,91,3183,3138,3198,3031,827,-729,-28,10,0,0,0,100
12757,22,10,13,15,18,17,11,3183,3138,3183,3031,819,-739,-15,-3,0,0,0,100
12758,22,10,13,15,18,17,31,3183,3138,3183,3031,819,-741,-9,6,0,0,0,100
12759,22,10,13,15,18,17,51,3183,3138,3183,3031,837,-734,-4,2,0,0,0,100
12760,22,10,13,15,18,17,74,3168,3122,3183,3031,831,-740,-19,-4,0,0,0,100
12761,22,10,13,15,18,18,11,3168,3138,3198,3031,834,-741,-25,-2,0,0,0,100
12762,22,10,13,15,18,18,31,3183,3153,3198,3031,847,-731,-24,6,0,0,0,100
12763,22,10,13,15,18,18,51,3168,3153,3198,3031,837,-736,-27,-4,0,0,0,100
12764,22,10,13,15,18,18,71,3168,3153,3213,3016,854,-732,-28,-5,0,0,0,100
12765,22,10,13,15,18,18,94,3168,3153,3228,3031,844,-732,-8,2,0,0,0,100
12766,22,10,13,15,18,19,31,3168,3138,3213,3031,853,-731,-9,-1,0,0,0,100
12767,22,10,13,15,18,19,51,3168,3153,3228,3047,846,-725,-10,-9,0,0,0,100
12768,22,10,13,15,18,19,71,3168,3153,3213,3047,861,-722,-19,3,0,0,0,100
12769,22,10,13,15,18,19,91,3168,3153,3228,3062,846,-727,-22,-1,0,0,0,100
12770,22,10,13,15,18,20,14,3153,3153,3244,3062,846,-732,-23,2,0,0,0,100
12771,22,10,13,15,18,20,50,3153,3153,3228,3077,849,-747,-21,-2,0,0,0,100
12772,22,10,13,15,18,20,70,3153,3153,3228,3077,841,-753,-15,3,0,0,0,100
12773,22,10,13,15,18,20,90,3168,3153,3244,3107,850,-737,-15,3,0,0,0,100
12774,22,10,13,15,18,21,10,3153,3168,3228,3107,867,-729,-11,3,0,0,0,100
12775,22,10,13,15,18,21,34,3168,3138,3244,3122,855,-743,-22,0,0,0,0,100
12776,22,10,13,15,18,21,70,3153,3153,3228,3122,853,-749,-24,10,0,0,0,100
12777,22,10,13,15,18,21,90,3168,3153,3228,3138,861,-732,-25,0,0,0,0,100
12778,22,10,13,15,18,22,10,3168,3153,3244,3153,872,-741,-23,7,0,0,0,100
12779,22,10,13,15,18,22,30,3168,3153,3244,3153,873,-723,-24,-5,0,0,0,100
12780,22,10,13,15,18,22,53,3138,3153,3244,3168,868,-741,-8,0,0,0,0,100
12781,22,10,13,15,18,22,90,3153,3153,3259,3168,860,-743,-13,-4,0,0,0,100
12782,22,10,13,15,18,23,10,3138,3138,3259,3168,856,-734,-18,-6,0,0,0,100
12783,22,10,13,15,18,23,30,3153,3138,3244,3183,861,-722,-24,4,0,0,0,100
12784,22,10,13,15,18,23,50,3153,3138,3259,3168,869,-754,-27,0,0,0,0,100
12785,22,10,13,15,18,23,73,3138,3153,3259,3168,873,-754,-21,-7,0,0,0,100
12786,22,10,13,15,18,24,10,3153,3138,3274,3183,866,-757,-24,3,0,0,0,100
12787,22,10,13,15,18,24,30,3138,3153,3274,3183,867,-752,-26,0,0,0,0,100
12788,22,10,13,15,18,24,50,3138,3153,3274,3198,864,-744,-23,-13,0,0,0,100
12789,22,10,13,15,18,24,70,3138,3153,3274,3198,869,-755,-22,-5,0,0,0,100
12790,22,10,13,15,18,24,93,3138,3138,3274,3198,855,-768,-23,-7,0,0,0,100
12791,22,10,13,15,18,25,30,3138,3138,3274,3198,854,-752,-23,-4,0,0,0,100
12792,22,10,13,15,18,25,49,3138,3138,3274,3213,863,-751,-27,2,0,0,0,100
12793,22,10,13,15,18,25,69,3138,3122,3274,3213,882,-763,-20,2,0,0,0,100
12794,22,10,13,15,18,25,89,3122,3153,3274,3213,874,-749,-12,5,0,0,0,100
12795,22,10,13,15,18,26,13,3122,3107,3259,3244,887,-730,-2,-2,0,0,0,100
12796,22,10,13,15,18,26,49,3138,3077,3259,3259,871,-736,-8,-7,0,0,0,100
12797,22,10,13,15,18,26,69,3138,3062,3259,3274,859,-747,-18,3,0,0,0,100
12798,22,10,13,15,18,26,89,3122,3062,3259,3274,861,-735,-25,-3,0,0,0,100
12799,22,10,13,15,18,27,9,3138,3077,3244,3304,861,-753,-35,-8,0,0,0,100
12800,22,10,13,15,18,27,32,3122,3062,3259,3304,880,-757,-23,-14,0,0,0,100
12801,22,10,13,15,18,27,69,3122,3062,3259,3319,888,-738,4,5,0,0,0,100
12802,22,10,13,15,18,27,89,3122,3047,3289,3304,892,-720,21,-8,0,0,0,100
12803,22,10,13,15,18,28,9,3122,3047,3259,3319,899,-694,14,2,0,0,0,100
12804,22,10,13,15,18,28,29,3138,3047,3244,3319,884,-717,9,2,0,0,0,100
12805,22,10,13,15,18,28,52,3138,3016,3244,3319,873,-724,-19,-1,0,0,0,100
12806,22,10,13,15,18,28,89,3122,3016,3228,3335,874,-741,-31,4,0,0,0,100
12807,22,10,13,15,18,29,9,3138,3016,3228,3319,879,-742,-33,-12,0,0,0,100
12808,22,10,13,15,18,29,29,3138,3031,3244,3319,886,-739,-24,0,0,0,0,100
12809,22,10,13,15,18,29,49,3122,3031,3244,3319,871,-749,-17,3,0,0,0,100
12810,22,10,13,15,18,29,72,3122,3047,3244,3304,855,-765,-5,-8,0,0,0,100
12811,22,10,13,15,18,30,9,3122,3047,3244,3304,853,-778,-17,2,0,0,0,100
12812,22,10,13,15,18,30,28,3122,3062,3244,3304,853,-769,-30,5,0,0,0,100
12813,22,10,13,15,18,30,48,3122,3062,3244,3319,856,-778,-44,3,0,0,0,100
12814,22,10,13,15,18,30,68,3122,3062,3259,3304,876,-775,-43,-2,0,0,0,100
12815,22,10,13,15,18,30,92,3122,3077,3259,3304,874,-772,-23,0,0,0,0,100
12816,22,10,13,15,18,31,28,3122,3077,3259,3304,873,-765,-10,-2,0,0,0,100
12817,22,10,13,15,18,31,48,3122,3092,3259,3289,876,-771,-9,14,0,0,0,100
12818,22,10,13,15,18,31,68,3107,3092,3244,3289,879,-746,-7,17,0,0,0,100
12819,22,10,13,15,18,31,88,3107,3107,3244,3274,885,-750,-17,-7,0,0,0,100
12820,22,10,13,15,18,32,11,3107,3107,3244,3259,876,-783,-30,-8,0,0,0,100
